,state,year,quater,transaction_type,transaction_count,transaction_amount
2195,madhya-pradesh,2018,4,Recharge & bill payments,7273502,1669345516.941368
2196,madhya-pradesh,2018,4,Merchant payments,2056426,1036249753.9278035
2197,madhya-pradesh,2018,4,Financial Services,313540,43367243.154430926
2198,madhya-pradesh,2018,4,Others,297532,259296894.03827757
2199,madhya-pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09186
2200,madhya-pradesh,2019,1,Recharge & bill payments,9966905,2423593841.716142
2201,madhya-pradesh,2019,1,Merchant payments,3018928,1263699222.3501081
2202,madhya-pradesh,2019,1,Financial Services,290838,28901169.292499043
2203,madhya-pradesh,2019,1,Others,315553,239879105.5972368
2204,madhya-pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.87666
2205,madhya-pradesh,2019,2,Recharge & bill payments,12044969,3571897178.303101
2206,madhya-pradesh,2019,2,Merchant payments,7331352,2671155681.449155
2207,madhya-pradesh,2019,2,Financial Services,149197,18869661.513485767
2208,madhya-pradesh,2019,2,Others,451751,313802065.4154737
2209,madhya-pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.0357
2210,madhya-pradesh,2019,3,Merchant payments,17163551,5147459307.101742
2211,madhya-pradesh,2019,3,Recharge & bill payments,13156616,4576521609.460834
2212,madhya-pradesh,2019,3,Financial Services,192821,25654168.60092132
2213,madhya-pradesh,2019,3,Others,466385,278578703.0441117
2214,madhya-pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.9892
2215,madhya-pradesh,2019,4,Merchant payments,19447707,7304157801.612935
2216,madhya-pradesh,2019,4,Recharge & bill payments,16081734,5104821720.999016
2217,madhya-pradesh,2019,4,Financial Services,127116,24020060.932133198
2218,madhya-pradesh,2019,4,Others,392270,190456045.32494444
2219,madhya-pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38477
2220,madhya-pradesh,2020,1,Merchant payments,24618074,9898242848.25793
2221,madhya-pradesh,2020,1,Recharge & bill payments,19788516,6311610609.846225
2222,madhya-pradesh,2020,1,Financial Services,68055,30645714.401902914
2223,madhya-pradesh,2020,1,Others,351379,170790656.30339786
2224,madhya-pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.7977
2225,madhya-pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01212
2226,madhya-pradesh,2020,2,Merchant payments,13685723,10666223053.634727
2227,madhya-pradesh,2020,2,Financial Services,80988,62073621.44351514
2228,madhya-pradesh,2020,2,Others,215376,104956802.17437972
2229,madhya-pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.2865
2230,madhya-pradesh,2020,3,Merchant payments,31879804,20621273981.65966
2231,madhya-pradesh,2020,3,Recharge & bill payments,25380467,9834190567.205517
2232,madhya-pradesh,2020,3,Financial Services,131725,122971108.07060198
2233,madhya-pradesh,2020,3,Others,316321,144259293.31583393
2234,madhya-pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22342
2235,madhya-pradesh,2020,4,Merchant payments,57707471,37315576877.14569
2236,madhya-pradesh,2020,4,Recharge & bill payments,27335834,10977774483.325565
2237,madhya-pradesh,2020,4,Financial Services,149532,132590450.07074244
2238,madhya-pradesh,2020,4,Others,487537,264996097.6059612
2239,madhya-pradesh,2021,1,Merchant payments,84812245,50098244499.50662
2240,madhya-pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.8171
2241,madhya-pradesh,2021,1,Recharge & bill payments,32500681,13060914041.039404
2242,madhya-pradesh,2021,1,Financial Services,169378,161838389.7954778
2243,madhya-pradesh,2021,1,Others,445569,274786748.1299523
2244,madhya-pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.10486
2245,madhya-pradesh,2021,2,Merchant payments,77113464,58839392449.9937
2246,madhya-pradesh,2021,2,Recharge & bill payments,46118636,17230546398.848663
2247,madhya-pradesh,2021,2,Financial Services,188726,177313389.66602695
2248,madhya-pradesh,2021,2,Others,526333,317753606.01156956
2249,madhya-pradesh,2021,3,Merchant payments,138433772,85885669792.43228
2250,madhya-pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.4574
2251,madhya-pradesh,2021,3,Recharge & bill payments,44437315,19025346050.627724
2252,madhya-pradesh,2021,3,Financial Services,174454,180366422.58245987
2253,madhya-pradesh,2021,3,Others,742972,408508699.4365407
2254,madhya-pradesh,2021,4,Merchant payments,197193842,126461098235.02324
2255,madhya-pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.3588
2256,madhya-pradesh,2021,4,Recharge & bill payments,46220966,22492766779.156635
2257,madhya-pradesh,2021,4,Financial Services,247925,246488171.37792647
2258,madhya-pradesh,2021,4,Others,996331,568617375.5894115
2259,madhya-pradesh,2022,1,Merchant payments,237691924,143310226696.7226
2260,madhya-pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.7521
2261,madhya-pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26215
2262,madhya-pradesh,2022,1,Financial Services,222923,219927120.15944034
2263,madhya-pradesh,2022,1,Others,909453,495513514.75128734
2264,madhya-pradesh,2022,2,Merchant payments,287616385,174183397721.35938
2265,madhya-pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.3412
2266,madhya-pradesh,2022,2,Recharge & bill payments,54318983,29125694281.81933
2267,madhya-pradesh,2022,2,Financial Services,157672,153944499.74490312
2268,madhya-pradesh,2022,2,Others,713506,381178326.32090586
2269,madhya-pradesh,2022,3,Merchant payments,391105651,212445928287.3991
2270,madhya-pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.3962
2271,madhya-pradesh,2022,3,Recharge & bill payments,72148870,39132574047.51802
2272,madhya-pradesh,2022,3,Financial Services,240678,236981163.63162854
2273,madhya-pradesh,2022,3,Others,750665,442608716.71893203
2274,madhya-pradesh,2022,4,Merchant payments,492999084,272801597092.4764
2275,madhya-pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.6544
2276,madhya-pradesh,2022,4,Recharge & bill payments,79289399,45143248068.81734
2277,madhya-pradesh,2022,4,Financial Services,286931,278304972.64702964
2278,madhya-pradesh,2022,4,Others,785003,521508120.7286146
2279,madhya-pradesh,2023,1,Merchant payments,404378350,208281637594.0
2280,madhya-pradesh,2023,1,Peer-to-peer payments,263524301,809388762719.0
2281,madhya-pradesh,2023,1,Recharge & bill payments,65818962,43725957842.0
2282,madhya-pradesh,2023,1,Financial Services,226835,236606773.0
2283,madhya-pradesh,2023,1,Others,618522,393634973.0
2284,madhya-pradesh,2023,2,Merchant payments,479498828,236960764220.0
2285,madhya-pradesh,2023,2,Peer-to-peer payments,294125925,916102516476.0
2286,madhya-pradesh,2023,2,Recharge & bill payments,73584106,48712706741.0
2287,madhya-pradesh,2023,2,Financial Services,248905,289207465.0
2288,madhya-pradesh,2023,2,Others,579296,375754606.0
2289,madhya-pradesh,2023,3,Merchant payments,567760229,255858070965.0
2290,madhya-pradesh,2023,3,Peer-to-peer payments,333209928,929775417818.0
2291,madhya-pradesh,2023,3,Recharge & bill payments,76997837,51434802126.0
2292,madhya-pradesh,2023,3,Financial Services,318662,408838885.0
2293,madhya-pradesh,2023,3,Others,525937,344868455.0
2294,maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.223535
2295,maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.750908
2296,maharashtra,2018,1,Merchant payments,616779,576964070.7366859
2297,maharashtra,2018,1,Financial Services,235051,60997258.060299724
2298,maharashtra,2018,1,Others,637197,506188032.9539564
2299,maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.6814823
2300,maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.6586
2301,maharashtra,2018,2,Merchant payments,1306326,1226121649.4989598
2302,maharashtra,2018,2,Financial Services,262875,85545909.43528841
2303,maharashtra,2018,2,Others,559987,536758077.84638786
2304,maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.186737
2305,maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.980484
2306,maharashtra,2018,3,Merchant payments,2797204,1702220875.4343855
2307,maharashtra,2018,3,Financial Services,234598,52348968.006728604
2308,maharashtra,2018,3,Others,664880,492227795.6386977
2309,maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.10294
2310,maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.470685
2311,maharashtra,2018,4,Merchant payments,6047705,3985195742.2480145
2312,maharashtra,2018,4,Financial Services,325121,77345546.53012432
2313,maharashtra,2018,4,Others,821705,621519669.4818641
2314,maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.08871
2315,maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.651282
2316,maharashtra,2019,1,Merchant payments,12069119,5172594695.5318
2317,maharashtra,2019,1,Financial Services,287569,49487746.20873056
2318,maharashtra,2019,1,Others,821624,569019903.8604956
2319,maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.9542
2320,maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.434273
2321,maharashtra,2019,2,Merchant payments,27854042,9728561726.767143
2322,maharashtra,2019,2,Financial Services,182840,45291636.10507481
2323,maharashtra,2019,2,Others,1170993,765228265.7976472
2324,maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.5575
2325,maharashtra,2019,3,Merchant payments,54683738,17545729507.395977
2326,maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.739597
2327,maharashtra,2019,3,Financial Services,231467,54108447.39407451
2328,maharashtra,2019,3,Others,1519376,814284077.8637518
2329,maharashtra,2019,4,Merchant payments,80127804,27209874138.487556
2330,maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.21698
2331,maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.044445
2332,maharashtra,2019,4,Financial Services,129755,49622863.824426055
2333,maharashtra,2019,4,Others,1501192,672210824.9770112
2334,maharashtra,2020,1,Merchant payments,100337738,35200130304.82776
2335,maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.8384
2336,maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.425602
2337,maharashtra,2020,1,Financial Services,123476,91363684.1276232
2338,maharashtra,2020,1,Others,1215959,558931962.876125
2339,maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.6934
2340,maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.416145
2341,maharashtra,2020,2,Merchant payments,48965388,32859184582.219048
2342,maharashtra,2020,2,Financial Services,206461,211733275.7829895
2343,maharashtra,2020,2,Others,466502,242917371.3033281
2344,maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.2122
2345,maharashtra,2020,3,Merchant payments,100808237,60171102123.94888
2346,maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59293
2347,maharashtra,2020,3,Financial Services,325453,333669599.61883616
2348,maharashtra,2020,3,Others,658737,331024593.0721529
2349,maharashtra,2020,4,Merchant payments,189845640,103804638603.74611
2350,maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.823
2351,maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.77767
2352,maharashtra,2020,4,Financial Services,398409,418399992.5395771
2353,maharashtra,2020,4,Others,1078433,627692680.4078207
2354,maharashtra,2021,1,Merchant payments,253043309,129493046208.15726
2355,maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.7993
2356,maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.15962
2357,maharashtra,2021,1,Financial Services,439551,492900202.68315214
2358,maharashtra,2021,1,Others,966668,630909553.4508264
2359,maharashtra,2021,2,Merchant payments,247194293,150864465217.02304
2360,maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.5271
2361,maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.44597
2362,maharashtra,2021,2,Financial Services,504252,536780917.0359157
2363,maharashtra,2021,2,Others,1094842,699738247.6695637
2364,maharashtra,2021,3,Merchant payments,390051884,216701984638.98932
2365,maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.5576
2366,maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.056046
2367,maharashtra,2021,3,Financial Services,448646,579098938.658318
2368,maharashtra,2021,3,Others,1477851,873324624.1826177
2369,maharashtra,2021,4,Merchant payments,540351277,305512280091.4157
2370,maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.2227
2371,maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.43887
2372,maharashtra,2021,4,Financial Services,606265,707102765.3058928
2373,maharashtra,2021,4,Others,1918093,1188658731.1175365
2374,maharashtra,2022,1,Merchant payments,646277671,340240479374.36835
2375,maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.209
2376,maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55089
2377,maharashtra,2022,1,Financial Services,583243,677612619.2786882
2378,maharashtra,2022,1,Others,1758926,1084139453.7274752
2379,maharashtra,2022,2,Merchant payments,810961772,428469294407.1603
2380,maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.8115
2381,maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16316
2382,maharashtra,2022,2,Financial Services,490152,559321829.4503716
2383,maharashtra,2022,2,Others,1542719,930827919.303539
2384,maharashtra,2022,3,Merchant payments,876618082,432250721734.13074
2385,maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.9136
2386,maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.36568
2387,maharashtra,2022,3,Financial Services,521362,571583115.6687979
2388,maharashtra,2022,3,Others,1222420,831183386.4681726
2389,maharashtra,2022,4,Merchant payments,1025666187,502660888415.46185
2390,maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.9614
2391,maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03232
2392,maharashtra,2022,4,Financial Services,620124,699276779.1906543
2393,maharashtra,2022,4,Others,1228291,914951674.4842072
2394,maharashtra,2023,1,Merchant payments,1134579287,502987953087.0
2395,maharashtra,2023,1,Peer-to-peer payments,572326605,1752752577223.0
2396,maharashtra,2023,1,Recharge & bill payments,139414546,104828264973.0
2397,maharashtra,2023,1,Financial Services,667987,763120514.0
2398,maharashtra,2023,1,Others,1280074,953990262.0
2399,maharashtra,2023,2,Merchant payments,1289778683,567713506184.0
2400,maharashtra,2023,2,Peer-to-peer payments,620475611,1923752701888.0
2401,maharashtra,2023,2,Recharge & bill payments,151613474,112846643294.0
2402,maharashtra,2023,2,Financial Services,697164,821061690.0
2403,maharashtra,2023,2,Others,1152916,870693412.0
2404,maharashtra,2023,3,Merchant payments,1442968360,623156210487.0
2405,maharashtra,2023,3,Peer-to-peer payments,689021709,2006148405860.0
2406,maharashtra,2023,3,Recharge & bill payments,156785138,120947991569.0
2407,maharashtra,2023,3,Financial Services,824436,1088491523.0
2408,maharashtra,2023,3,Others,1078944,831084802.0
2409,manipur,2018,1,Recharge & bill payments,50212,6463184.554711691
2410,manipur,2018,1,Peer-to-peer payments,26382,115495173.55796441
2411,manipur,2018,1,Financial Services,2660,412579.53985461866
2412,manipur,2018,1,Merchant payments,1614,3616475.6407912206
2413,manipur,2018,1,Others,3201,2058760.6368871084
2414,manipur,2018,2,Recharge & bill payments,77991,11541247.784420915
2415,manipur,2018,2,Peer-to-peer payments,60365,232157389.7914803
2416,manipur,2018,2,Financial Services,5992,1241901.2660397931
2417,manipur,2018,2,Merchant payments,4041,5366759.827729835
2418,manipur,2018,2,Others,3332,2902422.6498233806
2419,manipur,2018,3,Peer-to-peer payments,95204,357768750.1845896
2420,manipur,2018,3,Recharge & bill payments,81323,13912990.484925149
2421,manipur,2018,3,Merchant payments,7396,9180953.977358334
2422,manipur,2018,3,Financial Services,2577,333081.6368315
2423,manipur,2018,3,Others,2758,2135468.510417797
2424,manipur,2018,4,Recharge & bill payments,113507,18898063.282383174
2425,manipur,2018,4,Peer-to-peer payments,104872,562009595.9601889
2426,manipur,2018,4,Merchant payments,13333,20685433.28430717
2427,manipur,2018,4,Financial Services,1452,307325.2437723951
2428,manipur,2018,4,Others,2946,3783141.5353601985
2429,manipur,2019,1,Peer-to-peer payments,127067,619919870.7455351
2430,manipur,2019,1,Recharge & bill payments,120000,22106830.369149238
2431,manipur,2019,1,Merchant payments,15190,14580183.380707521
2432,manipur,2019,1,Financial Services,800,174777.17283837448
2433,manipur,2019,1,Others,2352,3116398.755848917
2434,manipur,2019,2,Peer-to-peer payments,120153,679785849.1398683
2435,manipur,2019,2,Recharge & bill payments,116500,23573234.273060285
2436,manipur,2019,2,Merchant payments,18044,15996651.145700552
2437,manipur,2019,2,Financial Services,387,91955.01538259834
2438,manipur,2019,2,Others,2341,3342252.5754885403
2439,manipur,2019,3,Recharge & bill payments,180057,36634657.049143404
2440,manipur,2019,3,Peer-to-peer payments,144965,803335616.6325192
2441,manipur,2019,3,Merchant payments,17683,20490224.443041254
2442,manipur,2019,3,Financial Services,358,367865.7884662621
2443,manipur,2019,3,Others,1945,2723638.649764262
2444,manipur,2019,4,Recharge & bill payments,212136,44202546.57396081
2445,manipur,2019,4,Peer-to-peer payments,211927,1123258478.445069
2446,manipur,2019,4,Merchant payments,23094,30486780.446382143
2447,manipur,2019,4,Financial Services,548,240641.7657683481
2448,manipur,2019,4,Others,1639,2709234.857456133
2449,manipur,2020,1,Peer-to-peer payments,451733,2458093401.740467
2450,manipur,2020,1,Recharge & bill payments,285234,62688260.379548095
2451,manipur,2020,1,Merchant payments,78067,74202067.0664826
2452,manipur,2020,1,Financial Services,622,354184.4660589617
2453,manipur,2020,1,Others,3145,3252467.2243867153
2454,manipur,2020,2,Peer-to-peer payments,533206,2980242535.075443
2455,manipur,2020,2,Recharge & bill payments,450830,107589094.29890464
2456,manipur,2020,2,Merchant payments,92110,106540409.29886684
2457,manipur,2020,2,Financial Services,1676,1457570.8004862315
2458,manipur,2020,2,Others,5246,3106603.331810386
2459,manipur,2020,3,Peer-to-peer payments,774786,4301284799.331292
2460,manipur,2020,3,Recharge & bill payments,464659,113190539.14969069
2461,manipur,2020,3,Merchant payments,170653,195132026.6311202
2462,manipur,2020,3,Financial Services,1878,1593035.944066228
2463,manipur,2020,3,Others,8192,4775719.8143366445
2464,manipur,2020,4,Peer-to-peer payments,892853,5172499337.530437
2465,manipur,2020,4,Recharge & bill payments,436450,114202616.34869762
2466,manipur,2020,4,Merchant payments,289050,307902115.38207734
2467,manipur,2020,4,Financial Services,1806,2448402.9142817147
2468,manipur,2020,4,Others,7693,5172086.283260544
2469,manipur,2021,1,Peer-to-peer payments,1117829,6402367883.667423
2470,manipur,2021,1,Recharge & bill payments,796590,223955812.58644393
2471,manipur,2021,1,Merchant payments,377280,433297594.1352152
2472,manipur,2021,1,Financial Services,3398,4385333.1754908115
2473,manipur,2021,1,Others,8438,6280890.914669826
2474,manipur,2021,2,Peer-to-peer payments,1372821,7041837917.785187
2475,manipur,2021,2,Recharge & bill payments,1187952,305103750.5728581
2476,manipur,2021,2,Merchant payments,510734,531484849.4914169
2477,manipur,2021,2,Financial Services,4165,4256098.232237183
2478,manipur,2021,2,Others,10603,7145346.314942012
2479,manipur,2021,3,Peer-to-peer payments,1819423,9134806594.52819
2480,manipur,2021,3,Recharge & bill payments,1368584,367664440.53237265
2481,manipur,2021,3,Merchant payments,735707,889317377.086526
2482,manipur,2021,3,Financial Services,3460,5625517.975461649
2483,manipur,2021,3,Others,14222,9447098.78230339
2484,manipur,2021,4,Peer-to-peer payments,2199970,10998828287.529043
2485,manipur,2021,4,Recharge & bill payments,1451488,412791673.8037664
2486,manipur,2021,4,Merchant payments,1013985,1229517397.4561875
2487,manipur,2021,4,Financial Services,4671,5941100.580610943
2488,manipur,2021,4,Others,17325,11393578.842227157
2489,manipur,2022,1,Peer-to-peer payments,2517626,12169368063.4095
2490,manipur,2022,1,Recharge & bill payments,1528476,469035958.34841275
2491,manipur,2022,1,Merchant payments,1247205,1489604137.2090888
2492,manipur,2022,1,Financial Services,4878,6057615.527015026
2493,manipur,2022,1,Others,15494,10435303.87979853
2494,manipur,2022,2,Peer-to-peer payments,2843426,12704512238.809605
2495,manipur,2022,2,Merchant payments,1709547,1757831052.0706987
2496,manipur,2022,2,Recharge & bill payments,1533778,448637966.718931
2497,manipur,2022,2,Financial Services,4069,4753628.558008127
2498,manipur,2022,2,Others,14812,7175748.992065379
2499,manipur,2022,3,Peer-to-peer payments,3127266,12927705072.13747
2500,manipur,2022,3,Merchant payments,1829741,2010460357.0881667
2501,manipur,2022,3,Recharge & bill payments,1379911,432182393.84038734
2502,manipur,2022,3,Financial Services,4524,4671353.405444902
2503,manipur,2022,3,Others,11300,6411090.828254536
2504,manipur,2022,4,Peer-to-peer payments,3259645,13133729481.472115
2505,manipur,2022,4,Merchant payments,1828984,2074698993.4220653
2506,manipur,2022,4,Recharge & bill payments,1325391,406031254.0798015
2507,manipur,2022,4,Financial Services,4691,5754919.963910458
2508,manipur,2022,4,Others,9959,5742049.403589871
2509,manipur,2023,1,Peer-to-peer payments,1703742,7281781083.0
2510,manipur,2023,1,Merchant payments,933135,1083073192.0
2511,manipur,2023,1,Recharge & bill payments,613398,214427498.0
2512,manipur,2023,1,Financial Services,3529,3178295.0
2513,manipur,2023,1,Others,4579,3104024.0
2514,manipur,2023,2,Peer-to-peer payments,812842,3763543566.0
2515,manipur,2023,2,Merchant payments,499534,569980400.0
2516,manipur,2023,2,Recharge & bill payments,290239,127777535.0
2517,manipur,2023,2,Financial Services,1849,1430976.0
2518,manipur,2023,2,Others,1807,1144176.0
2519,manipur,2023,3,Peer-to-peer payments,450548,3054677807.0
2520,manipur,2023,3,Merchant payments,222132,418107590.0
2521,manipur,2023,3,Recharge & bill payments,189582,131240898.0
2522,manipur,2023,3,Financial Services,2290,3551704.0
2523,manipur,2023,3,Others,926,708602.0
2524,meghalaya,2018,1,Recharge & bill payments,31857,6028476.149090356
2525,meghalaya,2018,1,Peer-to-peer payments,13274,55943496.515886314
2526,meghalaya,2018,1,Merchant payments,1605,2395888.4397623385
2527,meghalaya,2018,1,Financial Services,532,144318.2545571151
2528,meghalaya,2018,1,Others,2303,1738080.43060439
2529,meghalaya,2018,2,Recharge & bill payments,42625,9657896.164724296
2530,meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66239843
2531,meghalaya,2018,2,Merchant payments,2929,3663446.436220131
2532,meghalaya,2018,2,Financial Services,592,580648.3434132106
2533,meghalaya,2018,2,Others,1817,1962212.2350756058
2534,meghalaya,2018,3,Recharge & bill payments,60625,14231601.453371253
2535,meghalaya,2018,3,Peer-to-peer payments,40832,187460582.05754715
2536,meghalaya,2018,3,Merchant payments,5802,5458930.689379572
2537,meghalaya,2018,3,Financial Services,748,552674.5783359876
2538,meghalaya,2018,3,Others,2283,2149872.755760235
2539,meghalaya,2018,4,Recharge & bill payments,82962,18100891.637344178
2540,meghalaya,2018,4,Peer-to-peer payments,58952,301941442.7059927
2541,meghalaya,2018,4,Merchant payments,15768,14434314.193342488
2542,meghalaya,2018,4,Financial Services,763,190875.18848979956
2543,meghalaya,2018,4,Others,2687,2918155.2795046642
2544,meghalaya,2019,1,Recharge & bill payments,98817,23006751.795504905
2545,meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1046898
2546,meghalaya,2019,1,Merchant payments,16073,14297275.230527855
2547,meghalaya,2019,1,Financial Services,659,62335.064750311045
2548,meghalaya,2019,1,Others,2498,2738667.957962149
2549,meghalaya,2019,2,Recharge & bill payments,108812,27248605.429233357
2550,meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17356837
2551,meghalaya,2019,2,Merchant payments,22588,15600927.006629137
2552,meghalaya,2019,2,Financial Services,460,106800.75308155928
2553,meghalaya,2019,2,Others,3019,3437756.744766518
2554,meghalaya,2019,3,Recharge & bill payments,155949,38916251.42165714
2555,meghalaya,2019,3,Peer-to-peer payments,116168,546221812.6889315
2556,meghalaya,2019,3,Merchant payments,31201,23461321.889810227
2557,meghalaya,2019,3,Financial Services,421,584192.9488108774
2558,meghalaya,2019,3,Others,2811,3035023.204323471
2559,meghalaya,2019,4,Recharge & bill payments,175084,43611775.02621875
2560,meghalaya,2019,4,Peer-to-peer payments,163734,670870023.4297696
2561,meghalaya,2019,4,Merchant payments,24430,25344714.50557894
2562,meghalaya,2019,4,Financial Services,382,124511.63613216748
2563,meghalaya,2019,4,Others,2351,2485447.192519395
2564,meghalaya,2020,1,Recharge & bill payments,226214,59666071.21530793
2565,meghalaya,2020,1,Peer-to-peer payments,216022,1013733312.3935763
2566,meghalaya,2020,1,Merchant payments,57245,44125206.34755945
2567,meghalaya,2020,1,Financial Services,473,402779.89033132966
2568,meghalaya,2020,1,Others,2329,2207471.061039081
2569,meghalaya,2020,2,Recharge & bill payments,382662,100570200.25271696
2570,meghalaya,2020,2,Peer-to-peer payments,202270,998750895.9111593
2571,meghalaya,2020,2,Merchant payments,46014,48980521.41595118
2572,meghalaya,2020,2,Financial Services,1186,2944583.114737345
2573,meghalaya,2020,2,Others,3263,2488953.643832149
2574,meghalaya,2020,3,Recharge & bill payments,342484,97662913.13408674
2575,meghalaya,2020,3,Peer-to-peer payments,194448,1065012681.7126106
2576,meghalaya,2020,3,Merchant payments,55595,67511647.1349487
2577,meghalaya,2020,3,Financial Services,1587,4049966.8133478058
2578,meghalaya,2020,3,Others,3465,2821792.5880408054
2579,meghalaya,2020,4,Recharge & bill payments,350006,102794647.7641504
2580,meghalaya,2020,4,Peer-to-peer payments,286252,1579858348.0670543
2581,meghalaya,2020,4,Merchant payments,111471,115136797.58942303
2582,meghalaya,2020,4,Financial Services,1809,2774557.112070617
2583,meghalaya,2020,4,Others,4470,3678221.666272167
2584,meghalaya,2021,1,Peer-to-peer payments,326993,1794745857.3188953
2585,meghalaya,2021,1,Recharge & bill payments,306634,106098525.65614726
2586,meghalaya,2021,1,Merchant payments,108805,147747773.01896822
2587,meghalaya,2021,1,Financial Services,1777,3981898.0457751974
2588,meghalaya,2021,1,Others,3437,2941223.950049905
2589,meghalaya,2021,2,Recharge & bill payments,389959,129031455.7077258
2590,meghalaya,2021,2,Peer-to-peer payments,366411,1885041503.7970467
2591,meghalaya,2021,2,Merchant payments,147406,173894963.00439677
2592,meghalaya,2021,2,Financial Services,1766,2306496.854595862
2593,meghalaya,2021,2,Others,4052,3342835.5268340455
2594,meghalaya,2021,3,Peer-to-peer payments,473274,2348008593.21644
2595,meghalaya,2021,3,Recharge & bill payments,418429,144363692.75220004
2596,meghalaya,2021,3,Merchant payments,199427,270311210.8907223
2597,meghalaya,2021,3,Financial Services,1556,2379067.1150075165
2598,meghalaya,2021,3,Others,5045,3937887.553600684
2599,meghalaya,2021,4,Peer-to-peer payments,669693,3233210261.728197
2600,meghalaya,2021,4,Recharge & bill payments,447310,165277548.45940137
2601,meghalaya,2021,4,Merchant payments,314445,442464385.0377933
2602,meghalaya,2021,4,Financial Services,1989,2464327.9242311358
2603,meghalaya,2021,4,Others,6756,5348877.036531466
2604,meghalaya,2022,1,Peer-to-peer payments,801009,3899172008.7001157
2605,meghalaya,2022,1,Recharge & bill payments,459530,192026788.60457045
2606,meghalaya,2022,1,Merchant payments,405859,563004043.9315958
2607,meghalaya,2022,1,Financial Services,2134,3019251.8598936894
2608,meghalaya,2022,1,Others,6218,5116238.235718384
2609,meghalaya,2022,2,Peer-to-peer payments,977816,4359000096.157877
2610,meghalaya,2022,2,Merchant payments,591364,714995836.5962032
2611,meghalaya,2022,2,Recharge & bill payments,467745,200896879.69103926
2612,meghalaya,2022,2,Financial Services,1880,2406087.095158501
2613,meghalaya,2022,2,Others,5844,4192522.344518611
2614,meghalaya,2022,3,Peer-to-peer payments,2050942,7796315453.507147
2615,meghalaya,2022,3,Merchant payments,1486098,1468318733.1353962
2616,meghalaya,2022,3,Recharge & bill payments,810017,330230375.9276109
2617,meghalaya,2022,3,Financial Services,3504,3106775.3857113793
2618,meghalaya,2022,3,Others,8604,5329459.165683068
2619,meghalaya,2022,4,Peer-to-peer payments,1901671,7328913724.3339405
